OSEBuildingID,DataYear,BuildingType,PrimaryPropertyType,ZipCode,CouncilDistrictCode,Neighborhood,Latitude,Longitude,YearBuilt,NumberofBuildings,NumberofFloors,PropertyGFATotal,PropertyGFAParking,PropertyGFABuilding(s),ListOfAllPropertyUseTypes,LargestPropertyUseType,LargestPropertyUseTypeGFA,SecondLargestPropertyUseTypeGFA,ThirdLargestPropertyUseTypeGFA,SiteEnergyUse(kBtu),SteamUse(kBtu),Electricity(kBtu),NaturalGas(kBtu),UsageType,UsageType_Bin,NumPropertyUseTypes
20573,2016,Nonresidential COS,Other,98119.0,7,MAGNOLIA_QUEENANNE,47.63629,-122.35922,1948,1.0,1,27247,0,27247,"Fitness Center/Health Club/Gym, Office, Other - Recreation, Pre-school/Daycare",Other - Recreation,14317.0,7701.0,3045.0,2332996.5,0.0,884313.0,1448683.0,Multi_usage,1,4
20604,2016,NonResidential,Distribution Center,98134.0,2,GREATER_DUWAMISH,47.56489,-122.3409,1955,1.0,1,26680,0,26680,Distribution Center,Distribution Center,33987.0,,,243518.2031,0.0,243518.0,0.0,Mono_usage,0,1
20605,2016,NonResidential,Warehouse,98106.0,1,DELRIDGE,47.56447,-122.35335,1953,1.0,1,31521,0,31521,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,31521.0,,,1788148.0,0.0,720945.0,1067203.0,Mono_usage,0,1
20613,2016,NonResidential,Warehouse,98134.0,2,GREATER_DUWAMISH,47.56982,-122.33479,1951,1.0,1,24000,0,24000,"Non-Refrigerated Warehouse, Office",Non-Refrigerated Warehouse,20400.0,3600.0,,1257033.5,0.0,436193.0,820840.0,Multi_usage,1,2
20614,2016,NonResidential,Self-Storage Facility,98134.0,2,GREATER_DUWAMISH,47.56487,-122.34181,1952,1.0,1,21900,0,21900,Self-Storage Facility,Self-Storage Facility,21900.0,,,1333637.625,0.0,112187.0,1221451.0,Mono_usage,0,1
20618,2016,NonResidential,Warehouse,98134.0,2,GREATER_DUWAMISH,47.56897,-122.33617,1961,1.0,1,38005,0,38005,"Non-Refrigerated Warehouse, Office, Self-Storage Facility",Non-Refrigerated Warehouse,21560.0,10974.0,5471.0,752093.625,0.0,632708.0,119386.0,Multi_usage,1,3
20620,2016,NonResidential,Distribution Center,98134.0,2,GREATER_DUWAMISH,47.5678,-122.33622,1998,1.0,1,35579,0,35579,Distribution Center,Distribution Center,35579.0,,,1096646.25,0.0,416047.0,680599.0,Mono_usage,0,1
20626,2016,NonResidential,Distribution Center,98134.0,2,GREATER_DUWAMISH,47.57382,-122.32672,1975,1.0,1,49950,0,49950,Distribution Center,Distribution Center,49950.0,,,238969.7031,0.0,238970.0,0.0,Mono_usage,0,1
20645,2016,SPS-District K-12,K-12 School,98112.0,3,EAST,47.6315,-122.30761,2001,1.0,3,62078,0,62078,K-12 School,K-12 School,62078.0,,,1955013.5,0.0,1151755.0,803258.0,Mono_usage,0,1
20659,2016,NonResidential,Worship Facility,98199.0,7,MAGNOLIA_QUEENANNE,47.63927,-122.4032,1947,1.0,2,22612,0,22612,Worship Facility,Worship Facility,22612.0,,,731321.8125,0.0,156920.0,574402.0,Mono_usage,0,1
20685,2016,NonResidential,Other,98125.0,5,NORTH,47.72599,-122.29314,1976,1.0,2,38787,0,38787,"Automobile Dealership, Parking",Automobile Dealership,38787.0,0.0,,3204685.5,0.0,2225423.0,979262.0,Multi_usage,1,2
20686,2016,NonResidential,Self-Storage Facility,98125.0,5,NORTH,47.72356,-122.29378,1988,2.0,2,50368,0,50368,Self-Storage Facility,Self-Storage Facility,50369.0,,,753275.1875,0.0,247692.0,505583.0,Mono_usage,0,1
20707,2016,NonResidential,Warehouse,98134.0,2,GREATER_DUWAMISH,47.55302,-122.33605,1938,1.0,1,30545,0,30545,"Non-Refrigerated Warehouse, Office",Non-Refrigerated Warehouse,23545.0,7000.0,,1577040.875,0.0,481781.0,1095260.0,Multi_usage,1,2
20735,2016,NonResidential,K-12 School,98112.0,7,MAGNOLIA_QUEENANNE,47.63111,-122.35814,1922,1.0,3,32691,0,32691,K-12 School,K-12 School,33550.0,,,971990.3125,0.0,472481.0,499509.0,Mono_usage,0,1
20743,2016,NonResidential,Worship Facility,98119.0,7,MAGNOLIA_QUEENANNE,47.63159,-122.35839,1963,1.0,2,24227,0,24227,Worship Facility,Worship Facility,26210.0,,,1086678.125,0.0,219393.0,867285.0,Mono_usage,0,1
20768,2016,NonResidential,Distribution Center,98108.0,2,GREATER_DUWAMISH,47.54365,-122.30785,1956,1.0,1,27000,0,27000,Distribution Center,Distribution Center,27000.0,,,651293.3125,0.0,341140.0,310153.0,Mono_usage,0,1
20811,2016,SPS-District K-12,K-12 School,98102.0,4,LAKE_UNION,47.64252,-122.32418,1999,1.0,3,95501,0,95501,K-12 School,K-12 School,95501.0,,,3009967.0,0.0,2100632.0,909335.0,Mono_usage,0,1
20815,2016,NonResidential,Small- and Mid-Sized Office,98104.0,4,LAKE_UNION,47.64243,-122.32618,1957,1.0,2,21183,0,21183,"Office, Parking",Office,13945.0,7238.0,,361542.0938,0.0,361542.0,0.0,Multi_usage,1,2
20818,2016,NonResidential,Small- and Mid-Sized Office,98102.0,4,LAKE_UNION,47.64428,-122.32627,1961,1.0,3,29392,3834,25558,"Office, Parking",Office,29392.0,3834.0,,755618.1875,0.0,735889.0,19729.0,Multi_usage,1,2
20836,2016,NonResidential,Large Office,98102.0,4,LAKE_UNION,47.6465,-122.3252,1985,1.0,5,137738,55504,82234,"Office, Other, Parking",Office,77796.0,55504.0,4438.0,4704936.5,0.0,4704936.0,0.0,Multi_usage,1,3
20861,2016,NonResidential,Residence Hall,98103.0,4,LAKE_UNION,47.65014,-122.34424,1988,1.0,3,21118,0,21118,Residence Hall/Dormitory,Residence Hall/Dormitory,21118.0,,,1361427.75,0.0,710939.0,650489.0,Mono_usage,0,1
20868,2016,NonResidential,Large Office,98103.0,4,LAKE_UNION,47.64868,-122.34254,2013,1.0,5,206126,79284,126842,"Office, Other, Parking, Restaurant",Office,101941.0,73177.0,8324.0,4489661.0,0.0,3601473.0,887828.0,Multi_usage,1,4
20871,2016,NonResidential,Small- and Mid-Sized Office,98103.0,4,LAKE_UNION,47.64866,-122.34509,1900,1.0,2,20500,0,20500,Office,Office,20500.0,,,1326178.125,0.0,1282333.0,43845.0,Mono_usage,0,1
20885,2016,NonResidential,Senior Care Community,98117.0,6,BALLARD,47.69875,-122.36725,1966,1.0,2,34636,31000,3636,"Parking, Senior Care Community",Senior Care Community,36000.0,0.0,,12148720.0,0.0,3561375.0,8587344.0,Multi_usage,1,2
20888,2016,NonResidential,Worship Facility,98115.0,4,NORTHEAST,47.67485,-122.29284,1930,1.0,2,25521,0,25521,Worship Facility,Worship Facility,25521.0,,,605186.3125,0.0,361384.0,243802.0,Mono_usage,0,1
20890,2016,NonResidential,K-12 School,98115.0,4,NORTHEAST,47.67485,-122.29284,1986,1.0,1,23190,0,23190,K-12 School,K-12 School,23190.0,,,1705515.25,0.0,486316.0,1219199.0,Mono_usage,0,1
20916,2016,NonResidential,Small- and Mid-Sized Office,98103.0,6,NORTHWEST,47.68602,-122.35674,1960,1.0,1,20678,0,20678,Office,Office,23100.0,,,770333.0,0.0,179517.0,590816.0,Mono_usage,0,1
20917,2016,NonResidential,K-12 School,98103.0,6,NORTHWEST,47.68642,-122.35707,1922,1.0,3,28820,0,28820,K-12 School,K-12 School,33780.0,,,2595783.5,0.0,680757.0,1915026.0,Mono_usage,0,1
20928,2016,NonResidential,Worship Facility,98178.0,2,SOUTHEAST,47.51042,-122.26277,1954,1.0,2,27876,0,27876,Worship Facility,Worship Facility,44816.0,,,1829981.375,0.0,611581.0,1218400.0,Mono_usage,0,1
20930,2016,SPS-District K-12,K-12 School,98109.0,7,MAGNOLIA_QUEENANNE,47.63796,-122.34897,1925,1.0,1,48789,0,48789,K-12 School,K-12 School,48789.0,,,1298307.625,0.0,857142.0,441165.0,Mono_usage,0,1
20967,2016,SPS-District K-12,K-12 School,98118.0,2,SOUTHEAST,47.55818,-122.28712,1925,1.0,1,33105,0,33105,K-12 School,K-12 School,33105.0,,,1725336.25,0.0,473807.0,1251530.0,Mono_usage,0,1
20970,2016,NonResidential,Senior Care Community,98118.0,2,SOUTHEAST,47.55387,-122.27875,1966,1.0,2,48882,7233,41649,"Parking, Senior Care Community",Senior Care Community,41922.0,9079.0,,6782435.0,0.0,2708255.0,4074180.0,Multi_usage,1,2
20976,2016,NonResidential,Warehouse,98108.0,2,GREATER_DUWAMISH,47.55374,-122.32498,1977,1.0,1,22320,0,22320,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,22320.0,,,439065.9063,0.0,439066.0,0.0,Mono_usage,0,1
20978,2016,NonResidential,Other,98108.0,2,GREATER_DUWAMISH,47.55297,-122.32472,1976,1.0,1,47105,0,47105,Manufacturing/Industrial Plant,Manufacturing/Industrial Plant,45320.0,,,10234721.0,0.0,4233850.0,6000871.0,Mono_usage,0,1
20979,2016,NonResidential,Small- and Mid-Sized Office,98108.0,2,GREATER_DUWAMISH,47.55316,-122.32616,1982,1.0,2,40029,0,40029,"Non-Refrigerated Warehouse, Office",Office,31800.0,8200.0,,1471914.25,0.0,1471914.0,0.0,Multi_usage,1,2
20984,2016,NonResidential,Small- and Mid-Sized Office,98108.0,2,GREATER_DUWAMISH,47.55196,-122.32518,1970,1.0,2,28304,0,28304,Office,Office,27185.0,,,1269367.5,0.0,1269367.0,0.0,Mono_usage,0,1
20985,2016,NonResidential,Other,98108.0,2,GREATER_DUWAMISH,47.55168,-122.32459,1970,1.0,1,26400,0,26400,"Non-Refrigerated Warehouse, Other - Recreation",Other - Recreation,20560.0,7200.0,,452612.5,0.0,452612.0,0.0,Multi_usage,1,2
20986,2016,NonResidential,Warehouse,98108.0,2,GREATER_DUWAMISH,47.55049,-122.32382,1968,1.0,1,27680,0,27680,"Non-Refrigerated Warehouse, Office",Non-Refrigerated Warehouse,25000.0,2680.0,,1778431.75,0.0,642420.0,1136012.0,Multi_usage,1,2
20987,2016,NonResidential,Small- and Mid-Sized Office,98108.0,2,GREATER_DUWAMISH,47.55145,-122.32635,1969,1.0,2,25872,0,25872,"Non-Refrigerated Warehouse, Office",Office,23272.0,2600.0,,1787119.0,0.0,1064725.0,722394.0,Multi_usage,1,2
20988,2016,NonResidential,Small- and Mid-Sized Office,98108.0,2,GREATER_DUWAMISH,47.55127,-122.32576,1969,1.0,2,25872,0,25872,Office,Office,24988.0,,,2399353.5,0.0,985457.0,1413896.0,Mono_usage,0,1
20989,2016,NonResidential,Warehouse,98108.0,2,GREATER_DUWAMISH,47.55127,-122.32576,1969,1.0,1,20500,0,20500,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,21386.0,,,222600.0938,0.0,222600.0,0.0,Mono_usage,0,1
21005,2016,NonResidential,Small- and Mid-Sized Office,98103.0,4,LAKE_UNION,47.6557,-122.34682,1958,1.0,2,21436,0,21436,Office,Office,21436.0,,,534703.6875,0.0,534704.0,0.0,Mono_usage,0,1
21023,2016,NonResidential,Mixed Use Property,98102.0,3,NORTHEAST,47.65205,-122.3218,1998,1.0,1,20233,0,20233,"Non-Refrigerated Warehouse, Office, Other",Office,7245.0,6644.0,6344.0,630250.125,0.0,331967.0,298283.0,Multi_usage,1,3
21057,2016,NonResidential,Small- and Mid-Sized Office,98103.0,6,LAKE_UNION,47.65178,-122.351,2006,1.0,4,39926,12400,27526,"Multifamily Housing, Office, Parking, Retail Store",Office,24335.0,12400.0,2575.0,1010967.688,0.0,849654.0,161314.0,Multi_usage,1,4
21088,2016,NonResidential,Small- and Mid-Sized Office,98103.0,4,LAKE_UNION,47.64904,-122.34609,1985,1.0,3,31417,8110,23307,"Office, Parking",Office,26295.0,12890.0,,1126157.25,0.0,687472.0,438685.0,Multi_usage,1,2
21095,2016,NonResidential,Self-Storage Facility,98101.0,7,DOWNTOWN,47.61179,-122.3404,1928,1.0,6,46580,0,46580,Self-Storage Facility,Self-Storage Facility,46580.0,,,710275.375,0.0,710275.0,0.0,Mono_usage,0,1
21097,2016,NonResidential,Retail Store,98101.0,7,DOWNTOWN,47.61165,-122.34011,1916,1.0,2,25920,0,25920,Retail Store,Retail Store,25920.0,,,478690.0938,0.0,478690.0,0.0,Mono_usage,0,1
21102,2016,NonResidential,Retail Store,98121.0,7,DOWNTOWN,47.61236,-122.34144,1919,1.0,2,25920,0,25920,Retail Store,Retail Store,38880.0,,,1011667.5,0.0,867448.0,144219.0,Mono_usage,0,1
21103,2016,NonResidential,Hotel,98121.0,7,DOWNTOWN,47.61203,-122.34165,1910,1.0,8,61721,0,61721,Hotel,,,,,2897079.75,0.0,2534592.0,362488.0,Mono_usage,0,1
21108,2016,NonResidential,Small- and Mid-Sized Office,98121.0,7,DOWNTOWN,47.61297,-122.34324,1919,1.0,2,25920,0,25920,Office,Office,23995.0,,,1793851.375,0.0,1057542.0,736309.0,Mono_usage,0,1
21115,2016,NonResidential,Small- and Mid-Sized Office,98101.0,3,EAST,47.61098,-122.32766,1925,1.0,4,39760,0,39760,Office,Office,39760.0,,,2478960.0,1739620.75,512225.0,227114.0,Mono_usage,0,1
21116,2016,NonResidential,Other,98101.0,3,EAST,47.61109,-122.32721,1920,1.0,3,30971,0,30971,Other,Other,30971.0,,,2823184.0,230989.2969,1314572.0,1277622.0,Mono_usage,0,1
21117,2016,NonResidential,Small- and Mid-Sized Office,98101.0,3,EAST,47.61063,-122.32741,1946,1.0,3,22667,0,22667,Office,Office,22667.0,,,3767135.0,1639341.375,1972293.0,155501.0,Mono_usage,0,1
21119,2016,NonResidential,Warehouse,98103.0,6,LAKE_UNION,47.64965,-122.34913,1927,1.0,2,33840,0,33840,"Non-Refrigerated Warehouse, Office, Retail Store",Non-Refrigerated Warehouse,18740.0,13660.0,1440.0,2227638.25,0.0,1244691.0,982947.0,Multi_usage,1,3
21125,2016,NonResidential,Small- and Mid-Sized Office,98103.0,6,LAKE_UNION,47.65114,-122.34954,2001,1.0,5,33740,6010,27730,"Office, Parking, Retail Store",Office,15908.0,8762.0,1500.0,1291405.25,0.0,1291405.0,0.0,Multi_usage,1,3
21129,2016,NonResidential,Retail Store,98103.0,6,LAKE_UNION,47.65115,-122.35024,1911,1.0,2,20516,0,20516,"Hotel, Retail Store",Retail Store,10155.0,8000.0,,1021796.625,0.0,264984.0,756812.0,Multi_usage,1,2
21133,2016,NonResidential,Retail Store,98103.0,6,LAKE_UNION,47.65019,-122.35013,1906,1.0,3,27480,0,27480,"Office, Retail Store",Retail Store,22218.0,8668.0,,1215156.25,0.0,1215156.0,0.0,Multi_usage,1,2
21138,2016,NonResidential,Mixed Use Property,98103.0,6,LAKE_UNION,47.65061,-122.35159,1947,1.0,1,46958,0,46958,"Bank Branch, Bar/Nightclub, Office, Parking",Office,40313.0,33976.0,4579.0,1818867.875,0.0,1436548.0,382320.0,Multi_usage,1,4
21140,2016,NonResidential,Distribution Center,98103.0,6,LAKE_UNION,47.65214,-122.356,1984,1.0,1,26532,0,26532,Distribution Center,Distribution Center,26532.0,,,1934224.25,0.0,784585.0,1149639.0,Mono_usage,0,1
21141,2016,NonResidential,Small- and Mid-Sized Office,98103.0,6,LAKE_UNION,47.65186,-122.35531,1981,1.0,2,22388,0,22388,"Multifamily Housing, Office",Office,19600.0,2788.0,,576405.125,0.0,458439.0,117966.0,Multi_usage,1,2
21142,2016,NonResidential,Other,98103.0,6,LAKE_UNION,47.65138,-122.35565,1969,1.0,1,30730,0,30730,Other,Other,30730.0,,,3050455.25,0.0,1918002.0,1132453.0,Mono_usage,0,1
21145,2016,NonResidential,Small- and Mid-Sized Office,98107.0,6,LAKE_UNION,47.65297,-122.35839,1986,1.0,2,35600,0,35600,"Office, Parking",Office,36839.0,0.0,,2173143.75,0.0,2104103.0,69040.0,Multi_usage,1,2
21150,2016,NonResidential,Worship Facility,98119.0,7,MAGNOLIA_QUEENANNE,47.64905,-122.36055,1949,1.0,3,62000,0,62000,"Other, Worship Facility",Worship Facility,57200.0,5000.0,,1799664.125,0.0,286965.0,1512699.0,Multi_usage,1,2
21172,2016,NonResidential,Small- and Mid-Sized Office,98109.0,7,MAGNOLIA_QUEENANNE,47.64805,-122.35534,1981,1.0,2,23600,0,23600,Office,Office,23600.0,,,776248.6875,0.0,776249.0,0.0,Mono_usage,0,1
21177,2016,NonResidential,Small- and Mid-Sized Office,98109.0,7,MAGNOLIA_QUEENANNE,47.64976,-122.35684,1986,1.0,3,40067,0,40067,Office,Office,40067.0,,,2303732.75,0.0,2303732.0,0.0,Mono_usage,0,1
21178,2016,NonResidential,Small- and Mid-Sized Office,98109.0,7,MAGNOLIA_QUEENANNE,47.64976,-122.35684,1989,1.0,3,26419,6922,19497,Office,Office,26419.0,,,1074989.0,0.0,1074989.0,0.0,Mono_usage,0,1
21179,2016,NonResidential,Small- and Mid-Sized Office,98109.0,7,MAGNOLIA_QUEENANNE,47.64976,-122.35684,1979,1.0,3,25262,0,25262,Office,Office,25262.0,,,1469556.25,0.0,1174674.0,294882.0,Mono_usage,0,1
21180,2016,NonResidential,Other,98103.0,6,LAKE_UNION,47.64975,-122.35289,1996,0.0,3,53103,0,53103,Other,Other,38723.0,,,4877959.0,0.0,4788878.0,89080.0,Mono_usage,0,1
21181,2016,NonResidential,Small- and Mid-Sized Office,98109.0,7,MAGNOLIA_QUEENANNE,47.64901,-122.35516,1980,1.0,3,34106,0,34106,Office,Office,32739.0,,,1619177.125,0.0,1619177.0,0.0,Mono_usage,0,1
21182,2016,NonResidential,Small- and Mid-Sized Office,98109.0,7,MAGNOLIA_QUEENANNE,47.64934,-122.35592,1980,1.0,3,34545,0,34545,Office,Office,34545.0,,,2313978.75,0.0,2313979.0,0.0,Mono_usage,0,1
21183,2016,NonResidential,Small- and Mid-Sized Office,98109.0,7,MAGNOLIA_QUEENANNE,47.64865,-122.35435,1980,1.0,3,70296,0,70296,Office,Office,70296.0,,,2782066.5,0.0,2782066.0,0.0,Mono_usage,0,1
25660,2016,NonResidential,Small- and Mid-Sized Office,98104.0,7,DOWNTOWN,47.59979,-122.33339,1902,1.0,4,27838,0,27838,Office,Office,27838.0,,,1217509.125,0.0,1217509.0,0.0,Mono_usage,0,1
21192,2016,NonResidential,Distribution Center,98106.0,1,DELRIDGE,47.55105,-122.34695,1971,2.0,2,28368,0,28368,"Distribution Center, Office",Distribution Center,35300.0,9408.0,,1856230.625,0.0,1486130.0,370100.0,Multi_usage,1,2
21208,2016,NonResidential,Other,98133.0,5,NORTHWEST,47.72471,-122.3412,1964,1.0,2,92080,0,92080,Other,Other,92129.0,,,5155090.5,0.0,3179345.0,1975745.0,Mono_usage,0,1
21212,2016,NonResidential,Other,98133.0,5,NORTHWEST,47.72288,-122.34065,1961,1.0,1,20236,0,20236,Other - Recreation,Other - Recreation,20236.0,,,1965182.25,0.0,1187424.0,777758.0,Mono_usage,0,1
21213,2016,NonResidential,Small- and Mid-Sized Office,98133.0,5,NORTHWEST,47.72004,-122.34418,1951,1.0,2,39815,0,39815,"Non-Refrigerated Warehouse, Office",Office,27118.0,12697.0,,2050600.75,0.0,1488811.0,561790.0,Multi_usage,1,2
21216,2016,Nonresidential COS,Other,98133.0,5,NORTHWEST,47.72299,-122.34293,1970,1.0,4,25557,0,25557,Residential Care Facility,Residential Care Facility,25557.0,,,2280352.5,0.0,2280352.0,0.0,Mono_usage,0,1
21218,2016,Nonresidential COS,Other,98133.0,5,NORTHWEST,47.72134,-122.34102,1958,1.0,2,26994,0,26994,"Office, Other - Services",Other - Services,16243.0,10751.0,,3076813.25,0.0,881662.0,2195151.0,Multi_usage,1,2
21219,2016,NonResidential,Warehouse,98133.0,5,NORTHWEST,47.72183,-122.34328,1972,1.0,1,48112,0,48112,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,48112.0,,,1485945.875,0.0,1485946.0,0.0,Mono_usage,0,1
21221,2016,NonResidential,Other,98133.0,5,NORTHWEST,47.72065,-122.34318,2009,1.0,1,20909,0,20909,"Other - Public Services, Parking",Other - Public Services,19050.0,0.0,,1208029.25,0.0,678411.0,529618.0,Multi_usage,1,2
21226,2016,NonResidential,Small- and Mid-Sized Office,98133.0,5,NORTHWEST,47.73387,-122.34722,2001,1.0,2,42793,16518,26275,"Office, Parking",Office,26275.0,16518.0,,1772188.5,0.0,1772188.0,0.0,Multi_usage,1,2
21233,2016,NonResidential,Other,98133.0,5,NORTHWEST,47.72644,-122.34338,2007,1.0,2,45000,0,45000,Other - Recreation,Other - Recreation,45000.0,,,5912066.0,0.0,2973668.0,2938397.0,Mono_usage,0,1
21236,2016,NonResidential,Retail Store,98133.0,5,NORTHWEST,47.72337,-122.34373,1998,1.0,1,26115,0,26115,Retail Store,Retail Store,26115.0,,,1689372.625,0.0,1148350.0,541023.0,Mono_usage,0,1
21239,2016,NonResidential,Worship Facility,98105.0,4,NORTHEAST,47.6702,-122.32066,1949,1.0,1,26033,0,26033,"Parking, Worship Facility",Worship Facility,30044.0,0.0,,1149140.25,0.0,340323.0,808817.0,Multi_usage,1,2
21243,2016,NonResidential,K-12 School,98109.0,7,MAGNOLIA_QUEENANNE,47.64344,-122.3509,2007,1.0,4,48660,0,48660,K-12 School,K-12 School,49468.0,,,1881516.125,0.0,822509.0,1059007.0,Mono_usage,0,1
21244,2016,NonResidential,Senior Care Community,98109.0,7,MAGNOLIA_QUEENANNE,47.6441,-122.34795,1970,1.0,2,46539,0,46539,Senior Care Community,Senior Care Community,46539.0,,,5400049.5,0.0,2306556.0,3093493.0,Mono_usage,0,1
21262,2016,NonResidential,Residence Hall,98121.0,7,DOWNTOWN,47.61283,-122.34392,1909,1.0,4,29796,0,29796,Residence Hall/Dormitory,Residence Hall/Dormitory,29796.0,,,2233262.0,0.0,845812.0,1387450.0,Mono_usage,0,1
21265,2016,NonResidential,Retail Store,98121.0,7,DOWNTOWN,47.6123,-122.34395,1920,1.0,2,26400,0,26400,"Office, Parking, Retail Store",Retail Store,14428.0,7200.0,2788.0,983595.875,0.0,761163.0,222433.0,Multi_usage,1,3
21266,2016,NonResidential,Small- and Mid-Sized Office,98121.0,7,DOWNTOWN,47.61185,-122.3434,1918,1.0,3,38148,0,38148,"Office, Retail Store",Office,37853.0,12495.0,,1262255.75,0.0,1262255.0,0.0,Multi_usage,1,2
21270,2016,NonResidential,Mixed Use Property,98109.0,7,LAKE_UNION,47.62231,-122.34145,1928,1.0,2,28800,0,28800,"Non-Refrigerated Warehouse, Office",Non-Refrigerated Warehouse,14400.0,14400.0,,456953.0,0.0,249311.0,207642.0,Multi_usage,1,2
21278,2016,NonResidential,Worship Facility,98119.0,7,MAGNOLIA_QUEENANNE,47.62232,-122.36101,1955,1.0,5,31945,0,31945,"Parking, Worship Facility",Worship Facility,31945.0,0.0,,1806468.0,0.0,1806468.0,0.0,Multi_usage,1,2
21290,2016,NonResidential,Small- and Mid-Sized Office,98109.0,7,MAGNOLIA_QUEENANNE,47.6189,-122.35713,1985,1.0,5,85963,33055,52908,"Office, Parking",Office,52908.0,33055.0,,4480961.0,0.0,4480960.0,0.0,Multi_usage,1,2
21310,2016,NonResidential,Retail Store,98101.0,7,DOWNTOWN,47.60683,-122.33771,1900,1.0,4,34680,0,34680,Retail Store,Retail Store,34680.0,,,1169948.875,0.0,774990.0,394959.0,Mono_usage,0,1
21313,2016,NonResidential,Worship Facility,98101.0,7,DOWNTOWN,47.60867,-122.33265,1968,1.0,3,75058,34510,40548,Worship Facility,Worship Facility,75058.0,,,5587347.0,0.0,1057107.0,4530240.0,Mono_usage,0,1
21317,2016,NonResidential,Retail Store,98101.0,7,DOWNTOWN,47.61103,-122.33549,1915,1.0,1,36504,0,36504,Retail Store,Retail Store,16200.0,,,2100982.75,0.0,1968493.0,132489.0,Mono_usage,0,1
21318,2016,NonResidential,Small- and Mid-Sized Office,98101.0,7,DOWNTOWN,47.61091,-122.33667,1907,1.0,6,35200,0,35200,Office,Office,35200.0,,,2998208.25,0.0,2998208.0,0.0,Mono_usage,0,1
21319,2016,NonResidential,Small- and Mid-Sized Office,98101.0,7,DOWNTOWN,47.60961,-122.33566,1907,1.0,5,35840,0,35840,Office,Office,35840.0,,,1538750.625,0.0,723240.0,815511.0,Mono_usage,0,1
21321,2016,NonResidential,Other,98101.0,7,DOWNTOWN,47.60985,-122.33527,1941,1.0,2,25920,0,25920,Bank Branch,Bank Branch,23230.0,,,1333432.125,0.0,1333432.0,0.0,Mono_usage,0,1
21322,2016,NonResidential,Small- and Mid-Sized Office,98101.0,7,DOWNTOWN,47.60952,-122.33558,1928,1.0,4,30525,0,30525,"Office, Retail Store",Office,15609.0,6104.0,,2883139.0,762032.8125,2121106.0,0.0,Multi_usage,1,2
21328,2016,NonResidential,Other,98101.0,7,EAST,47.61186,-122.32857,1964,1.0,4,49243,0,49243,Other/Specialty Hospital,Other/Specialty Hospital,52284.0,,,8476183.0,0.0,7560588.0,915594.0,Mono_usage,0,1
21336,2016,NonResidential,Other,98104.0,3,EAST,47.6097,-122.325,1912,0.0,3,20411,0,20411,Social/Meeting Hall,Social/Meeting Hall,20411.0,,,2014475.875,0.0,774943.0,1239533.0,Mono_usage,0,1
21351,2016,NonResidential,Medical Office,98122.0,3,EAST,47.61065,-122.32125,1962,1.0,2,30855,10285,20570,Medical Office,Medical Office,21571.0,,,2946756.25,0.0,1537788.0,1408968.0,Mono_usage,0,1
21353,2016,NonResidential,Small- and Mid-Sized Office,98122.0,3,EAST,47.61194,-122.32177,1910,1.0,3,73549,0,73549,"Office, Worship Facility",Office,41632.0,31917.0,,2828950.5,0.0,927581.0,1901370.0,Multi_usage,1,2
21364,2016,NonResidential,Other,98122.0,3,EAST,47.60865694,-122.3205368,1988,1.0,5,45780,11400,34380,"Other - Education, Parking",Other - Education,45780.0,4500.0,,10834087.0,5473370.5,5305454.0,55262.0,Multi_usage,1,2
21365,2016,NonResidential,Medical Office,98114.0,3,EAST,47.60865416,-122.3205904,1963,0.0,3,39115,0,39115,Medical Office,Medical Office,50000.0,,,3735308.5,0.0,2998320.0,736988.0,Mono_usage,0,1
21366,2016,NonResidential,Other,98101.0,7,EAST,47.60901,-122.32994,1916,1.0,3,38038,0,38038,"Food Service, Office, Other - Entertainment/Public Assembly",Other - Entertainment/Public Assembly,35886.0,1184.0,436.0,1107290.625,682047.625,425243.0,0.0,Multi_usage,1,3
21367,2016,NonResidential,Worship Facility,98104.0,7,EAST,47.60821,-122.3296,1962,1.0,3,37796,0,37796,"Parking, Worship Facility",Worship Facility,53000.0,17600.0,,2465983.5,1379517.75,883838.0,202628.0,Multi_usage,1,2
21380,2016,Nonresidential COS,Small- and Mid-Sized Office,98107.0,6,BALLARD,47.66256,-122.36483,1993,1.0,1,27744,0,27744,"Data Center, Office, Other",Office,18380.0,6060.0,3304.0,5355753.0,0.0,5355752.0,0.0,Multi_usage,1,3
21382,2016,NonResidential,Warehouse,98107.0,6,BALLARD,47.66388,-122.36831,1960,1.0,1,36444,0,36444,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,36444.0,,,161311.0938,0.0,161311.0,0.0,Mono_usage,0,1
21388,2016,NonResidential,Warehouse,98107.0,6,BALLARD,47.65907,-122.36783,1950,1.0,1,27553,0,27553,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,27553.0,,,966677.125,0.0,427592.0,539085.0,Mono_usage,0,1
21389,2016,NonResidential,Distribution Center,98107.0,6,BALLARD,47.6583,-122.36638,1951,3.0,1,57310,0,57310,Distribution Center,Distribution Center,57310.0,,,1253745.5,0.0,687408.0,566337.0,Mono_usage,0,1
